STATE,FL_INT,PRES_INT,PRES_EXT,PRES_PAC,Flow,VOLUME,VALVE_INS,REF
4,0,4.75,-0.44,3.68,11.36,3.93,0,5
4,0,4.64,-0.44,3.6,11.32,3.93,0,5
4,0,4.95,-0.44,3.86,11.75,3.93,0,5
4,0,5.15,-0.44,4.05,12.36,3.94,0,5
4,0,5.37,-0.44,4.22,12.51,3.94,0,5
4,0,5.55,-0.44,4.35,12.45,3.94,0,5
4,0,5.68,-0.44,4.44,12.56,3.94,0,5
4,0,5.82,-0.44,4.52,12.72,3.94,0,5
4,0,5.92,-0.44,4.6,12.7,3.94,0,5
4,0,6.02,-0.44,4.6,12.66,3.94,0,5
4,0,6.11,-0.44,4.6,12.77,3.94,0,5
4,0,6.19,-0.44,4.59,12.69,3.94,0,5
4,0,6.23,-0.44,4.57,12.77,3.94,0,5
4,0,6.28,-0.44,4.57,12.86,3.94,0,5
4,0,6.3,-0.44,4.62,12.81,3.94,0,5
4,0,6.28,-0.44,4.66,13.17,3.94,0,5
4,0,6.27,-0.44,4.69,13.47,3.95,0,5
4,0,6.25,-0.44,4.71,13.58,3.95,0,5
4,0,6.23,-0.44,4.73,13.74,3.95,0,5
4,0,6.23,-0.44,4.74,13.73,3.95,0,5
4,0,6.22,-0.44,4.76,13.48,3.95,0,5
4,0,6.21,-0.44,4.8,13.26,3.95,0,5
4,0,6.21,-0.44,4.8,13.03,3.95,0,5
4,0,6.2,-0.44,4.8,12.85,3.95,0,5
4,0,6.19,-0.44,4.79,12.59,3.95,0,5
4,0,6.18,-0.44,4.76,12.34,3.95,0,5
1,0,6.16,-0.44,4.75,12.27,3.95,0,5
1,0,6.37,-0.44,4.91,14.03,3.95,5,15
1,0,6.49,-0.44,5.01,15.05,3.96,10,15
1,0,6.64,-0.44,5.15,16.3,3.96,15,15
1,0,6.83,-0.44,5.33,17.74,3.96,20,15
1,0,7.05,-0.44,5.52,19.1,3.96,25,15
1,0,7.31,-0.44,5.72,20.41,3.96,30,15
1,0,7.65,-0.44,5.98,21.59,3.96,35,15
1,0,8.01,-0.44,6.28,23.1,3.96,40,15
1,0,8.48,-0.44,6.64,25.17,3.96,45,15
1,0,9.11,-0.44,7.14,27.35,3.97,50,15
1,0,9.81,-0.44,7.68,29.74,3.97,55,15
1,0,10.61,-0.44,8.28,32.06,3.97,60,15
1,0,11.54,-0.44,8.94,34.52,3.97,65,15
1,0,12.46,-0.44,9.64,37.08,3.97,70,15
1,0,13.64,-0.44,10.42,39.82,3.98,75,15
1,0,14.75,-0.44,11.25,42.17,3.98,80,15
1,0,15.62,-0.44,11.93,44.26,3.98,85,15
1,0,16.58,-0.44,12.65,46.04,3.98,84.68,15
1,0,17.53,-0.44,13.35,47.05,3.99,79.68,15
1,0,18.12,-0.44,13.76,48,3.99,74.68,15
1,0,18.66,-0.44,14.04,47.96,3.99,69.68,15
1,0,19.13,-0.44,14.26,47.9,4,64.68,15
1,0,19.36,-0.44,14.42,47.5,4,59.68,15
1,0,19.23,-0.44,14.33,46.99,4,54.68,15
1,0,19.07,-0.44,14.14,46.23,4,49.68,15
1,0,18.75,-0.44,13.88,44.83,4.01,44.68,15
2,0,18.46,-0.44,13.63,43.37,4.01,39.68,15
2,0,18.05,-0.44,13.34,41.92,4.01,39.68,15
2,0,17.21,-0.44,12.71,37.93,4.01,39.68,15
2,0,16.13,-0.44,11.98,34.83,4.02,39.68,15
2,0,15.55,-0.44,11.51,32.56,4.02,39.68,15
2,0,14.99,-0.44,11.1,30.49,4.02,39.68,15
4,0,14.01,-0.44,10.2,26.94,4.02,39.68,15
4,0,12.99,-0.44,9.3,23.58,4.02,0,5
4,0,11.84,-0.44,8.54,21.56,4.02,0,5
4,0,10.9,-0.44,7.93,20.03,4.03,0,5
4,0,10.14,-0.44,7.42,18.52,4.03,0,5
4,0,9.43,-0.44,6.94,17.37,4.03,0,5
4,0,8.87,-0.44,6.55,16.37,4.03,0,5
4,0,8.38,-0.44,6.2,15.67,4.03,0,5
4,0,7.98,-0.44,5.93,15.11,4.03,0,5
4,0,7.62,-0.44,5.67,14.63,4.03,0,5
4,0,7.32,-0.44,5.46,14.42,4.03,0,5
4,0,7.06,-0.44,5.28,14.01,4.03,0,5
