STATE,FL_INT,PRES_INT,PRES_EXT,PRES_PAC,Flow,VOLUME,VALVE_INS,REF
4,0,4.66,-0.52,3.51,8.29,11.9,0,3
4,0,4.51,-0.52,3.44,8.47,11.9,0,3
4,0,4.35,-0.52,3.36,8.31,11.9,0,3
4,0,4.22,-0.52,3.28,8.19,11.9,0,3
4,0,4.07,-0.52,3.17,7.03,11.9,0,3
4,0,3.93,-0.52,3.1,6.62,11.9,0,3
4,0,3.79,-0.53,3,5.99,11.9,0,3
4,0,3.64,-0.53,2.89,5.57,11.9,0,3
4,0,3.49,-0.53,2.78,4.94,11.9,0,3
4,0,3.37,-0.53,2.67,3.15,11.9,0,3
4,0,3.24,-0.53,2.53,1.8,11.9,0,3
4,0,3.12,-0.53,2.43,1.32,11.9,0,3
4,0,3.25,-0.52,2.56,3.17,11.9,0,3
4,0,3.41,-0.53,2.69,4.47,11.9,0,3
4,0,3.54,-0.52,2.75,5.11,11.91,0,3
4,0,3.59,-0.53,2.75,5.36,11.91,0,3
4,0,3.65,-0.53,2.76,5.56,11.91,0,3
4,0,3.68,-0.53,2.75,5.81,11.91,0,3
4,0,3.7,-0.53,2.73,5.76,11.91,0,3
4,0,3.72,-0.53,2.73,5.97,11.91,0,3
4,0,3.7,-0.53,2.73,5.94,11.91,0,3
4,0,3.68,-0.53,2.69,5.81,11.91,0,3
4,0,3.67,-0.53,2.69,6.01,11.91,0,3
4,0,3.65,-0.53,2.66,6.13,11.91,0,3
4,0,3.63,-0.53,2.65,6.31,11.91,0,3
4,0,3.64,-0.53,2.65,6.55,11.91,0,3
4,0,3.64,-0.53,2.69,6.65,11.91,0,3
4,0,3.64,-0.53,2.69,6.63,11.91,0,3
4,0,3.65,-0.53,2.71,6.63,11.91,0,3
4,0,3.65,-0.53,2.74,6.92,11.91,0,3
4,0,3.65,-0.53,2.77,6.8,11.91,0,3
4,0,3.64,-0.53,2.75,6.5,11.91,0,3
4,0,3.63,-0.53,2.73,6.25,11.91,0,3
4,0,3.62,-0.53,2.72,6.32,11.91,0,3
1,0,3.62,-0.53,2.71,6.46,11.91,0,3
1,0,3.81,-0.53,2.89,8.88,11.91,5,10
1,0,3.92,-0.53,2.98,10.68,11.91,10,10
1,0,4.09,-0.53,3.17,12.18,11.91,15,10
1,0,4.34,-0.53,3.41,13.9,11.92,20,10
1,0,4.61,-0.53,3.67,15.8,11.92,25,10
1,0,4.91,-0.53,3.92,17.53,11.92,30,10
1,0,5.32,-0.53,4.26,19.63,11.92,35,10
1,0,5.73,-0.53,4.56,21.46,11.92,40,10
1,0,6.32,-0.53,4.99,23.76,11.92,45,10
1,0,6.93,-0.53,5.46,26.2,11.92,50,10
1,0,7.66,-0.53,6,28.83,11.92,55,10
1,0,8.57,-0.53,6.64,31.33,11.93,60,10
1,0,9.51,-0.53,7.32,33.66,11.93,65,10
1,0,10.48,-0.53,7.98,36.13,11.93,70,10
1,0,11.52,-0.53,8.7,38.11,11.93,65,10
1,0,12.33,-0.53,9.23,39.28,11.94,60,10
1,0,12.94,-0.53,9.63,39.72,11.94,55,10
1,0,13.29,-0.53,9.82,39.9,11.94,50,10
1,0,13.49,-0.53,9.95,39.56,11.94,45,10
1,0,13.39,-0.53,9.86,38.77,11.94,40,10
1,0,13.24,-0.53,9.73,37.49,11.95,35,10
1,0,13.12,-0.53,9.61,36.58,11.95,30,10
1,0,12.94,-0.53,9.51,34.72,11.95,25,10
1,0,12.74,-0.53,9.27,33.58,11.95,20,10
1,0,12.55,-0.53,9.12,32.49,11.96,19.49,10
2,0,12.55,-0.53,9.09,32.31,11.96,23.64,10
2,0,12.5,-0.53,9.05,31.98,11.96,23.64,10
2,0,12.22,-0.53,8.77,29.93,11.96,23.64,10
2,0,11.63,-0.53,8.33,25.84,11.96,23.64,10
2,0,11.28,-0.53,8.2,24.6,11.96,23.64,10
2,0,11.13,-0.53,8.11,23.66,11.97,23.64,10
4,0,10.95,-0.53,8.07,22.32,11.97,23.64,10
4,0,10.18,-0.53,7.31,19.51,11.97,0,3
4,0,9.44,-0.53,6.84,18.25,11.97,0,3
4,0,8.75,-0.53,6.38,16.89,11.97,0,3
4,0,8.2,-0.53,6.07,15.78,11.97,0,3
4,0,7.71,-0.53,5.77,15.02,11.97,0,3
4,0,7.29,-0.53,5.49,14.46,11.97,0,3
4,0,6.94,-0.53,5.28,13.78,11.97,0,3
4,0,6.62,-0.52,5.07,13.31,11.97,0,3
4,0,6.36,-0.52,4.85,12.77,11.97,0,3
4,0,6.1,-0.52,4.66,12.33,11.98,0,3
4,0,5.89,-0.52,4.49,11.93,11.98,0,3
4,0,5.7,-0.52,4.34,11.88,11.98,0,3
4,0,5.52,-0.53,4.21,11.66,11.98,0,3
4,0,5.35,-0.52,4.1,11.47,11.98,0,3
4,0,5.18,-0.52,4,11.21,11.98,0,3
4,0,5.02,-0.52,3.88,10.96,11.98,0,3
4,0,4.87,-0.53,3.78,10.64,11.98,0,3
4,0,4.73,-0.53,3.67,10.13,11.98,0,3
4,0,4.57,-0.52,3.57,9.72,11.98,0,3
4,0,4.42,-0.53,3.46,9.27,11.98,0,3
4,0,4.28,-0.53,3.36,8.95,11.98,0,3
4,0,4.12,-0.53,3.25,8.78,11.98,0,3
4,0,3.98,-0.53,3.16,8.48,11.98,0,3
4,0,3.83,-0.53,3.06,8.05,11.98,0,3
4,0,3.7,-0.53,2.92,7.76,11.98,0,3
4,0,3.56,-0.53,2.79,7.43,11.99,0,3
4,0,3.42,-0.53,2.68,6.87,11.99,0,3
4,0,3.29,-0.53,2.55,6.86,11.99,0,3
4,0,3.16,-0.53,2.49,6.27,11.99,0,3
4,0,3.27,-0.53,2.58,7.46,11.99,0,3
4,0,3.42,-0.53,2.71,8.61,11.99,0,3
4,0,3.53,-0.53,2.76,9.29,11.99,0,3
4,0,3.55,-0.53,2.78,9.23,11.99,0,3
4,0,3.59,-0.53,2.81,9.15,11.99,0,3
4,0,3.61,-0.53,2.82,9.25,11.99,0,3
4,0,3.61,-0.53,2.85,9.2,11.99,0,3
4,0,3.62,-0.53,2.88,9.09,11.99,0,3
4,0,3.62,-0.53,2.91,9.3,11.99,0,3
4,0,3.61,-0.53,2.91,9.1,11.99,0,3
4,0,3.62,-0.53,2.9,8.81,11.99,0,3
4,0,3.62,-0.53,2.87,8.78,11.99,0,3
4,0,3.65,-0.53,2.85,8.68,11.99,0,3
4,0,3.68,-0.53,2.85,8.63,11.99,0,3
4,0,3.7,-0.53,2.84,8.56,11.99,0,3
4,0,3.7,-0.53,2.83,8.58,11.99,0,3
4,0,3.72,-0.53,2.82,8.7,12,0,3
4,0,3.72,-0.53,2.8,8.96,12,0,3
4,0,3.71,-0.53,2.78,8.86,12,0,3
4,0,3.71,-0.53,2.75,9.02,12,0,3
4,0,3.71,-0.53,2.72,8.83,12,0,3
4,0,3.7,-0.53,2.69,8.83,12,0,3
1,0,3.69,-0.53,2.68,8.79,12,0,3
1,0,3.87,-0.53,2.84,10.74,12,5,10
1,0,3.97,-0.53,2.94,12.13,12,10,10
1,0,4.14,-0.53,3.09,13.41,12,15,10
1,0,4.39,-0.53,3.3,14.76,12,20,10
1,0,4.64,-0.53,3.5,16.01,12,25,10
1,0,4.98,-0.52,3.75,17.71,12,30,10
1,0,5.36,-0.53,4.08,19.45,12,35,10
1,0,5.81,-0.53,4.45,21.43,12.01,40,10
1,0,6.34,-0.52,4.87,23.83,12.01,45,10
1,0,7.02,-0.53,5.4,26.4,12.01,50,10
1,0,7.71,-0.53,5.94,28.69,12.01,55,10
1,0,8.57,-0.53,6.57,31.22,12.01,60,10
1,0,9.49,-0.52,7.26,33.97,12.01,65,10
1,0,10.64,-0.53,8.08,36.45,12.02,70,10
1,0,11.43,-0.52,8.57,38.02,12.02,65,10
1,0,12.11,-0.52,9.1,39.45,12.02,60,10
1,0,12.7,-0.52,9.58,40.24,12.02,55,10
1,0,13.11,-0.53,9.8,39.95,12.03,50,10
1,0,13.17,-0.52,9.81,39.37,12.03,45,10
1,0,13.25,-0.53,9.83,38.7,12.03,40,10
1,0,13.24,-0.53,9.82,37.65,12.03,35,10
1,0,13.14,-0.53,9.76,37,12.04,30,10
1,0,12.91,-0.53,9.6,35.58,12.04,25,10
1,0,12.68,-0.53,9.43,34.45,12.04,20,10
1,0,12.38,-0.53,9.21,32.46,12.04,15.11,10
1,0,12.34,-0.53,9.2,31.97,12.04,20.11,10
2,0,12.3,-0.53,9.18,31.48,12.05,21.74,10
2,0,12.1,-0.53,9.02,30.23,12.05,21.74,10
2,0,11.6,-0.53,8.65,26.97,12.05,21.74,10
2,0,11.16,-0.53,8.4,25.78,12.05,21.74,10
2,0,11.04,-0.53,8.27,24.81,12.05,21.74,10
2,0,10.9,-0.53,8.15,23.45,12.05,21.74,10
4,0,10.37,-0.53,7.68,20.08,12.05,21.74,10
4,0,9.7,-0.53,7.04,17.47,12.06,0,3
4,0,8.98,-0.53,6.58,16.53,12.06,0,3
4,0,8.37,-0.53,6.17,15.4,12.06,0,3
4,0,7.83,-0.53,5.81,14.58,12.06,0,3
4,0,7.39,-0.52,5.52,13.9,12.06,0,3
4,0,7.02,-0.53,5.23,13.15,12.06,0,3
4,0,6.68,-0.52,5,12.91,12.06,0,3
4,0,6.41,-0.52,4.77,12.42,12.06,0,3
4,0,6.16,-0.52,4.58,12.09,12.06,0,3
4,0,5.94,-0.52,4.41,11.76,12.06,0,3
4,0,5.72,-0.52,4.26,11.24,12.06,0,3
4,0,5.52,-0.53,4.13,10.96,12.06,0,3
4,0,5.33,-0.52,4.02,10.73,12.07,0,3
4,0,5.17,-0.53,3.91,10.31,12.07,0,3
4,0,5.01,-0.53,3.78,10.19,12.07,0,3
4,0,4.85,-0.53,3.71,9.95,12.07,0,3
4,0,4.69,-0.53,3.63,9.65,12.07,0,3
4,0,4.56,-0.53,3.54,9.22,12.07,0,3
4,0,4.41,-0.53,3.44,8.83,12.07,0,3
4,0,4.27,-0.53,3.36,8.38,12.07,0,3
4,0,4.13,-0.53,3.28,8.11,12.07,0,3
4,0,3.98,-0.53,3.21,7.48,12.07,0,3
4,0,3.81,-0.53,3.1,7.04,12.07,0,3
4,0,3.66,-0.53,2.97,6.8,12.07,0,3
4,0,3.51,-0.53,2.86,6.85,12.07,0,3
4,0,3.35,-0.53,2.74,6.7,12.07,0,3
4,0,3.19,-0.53,2.6,6.47,12.07,0,3
4,0,3.04,-0.53,2.46,6.17,12.07,0,3
4,0,2.94,-0.53,2.39,4.31,12.07,0,3
4,0,3.05,-0.53,2.49,5.65,12.07,0,3
4,0,3.21,-0.53,2.59,6.89,12.07,0,3
4,0,3.33,-0.53,2.7,7.38,12.07,0,3
4,0,3.36,-0.53,2.74,7.18,12.07,0,3
4,0,3.41,-0.53,2.78,7.74,12.07,0,3
4,0,3.43,-0.53,2.8,8.19,12.08,0,3
4,0,3.45,-0.53,2.82,8.35,12.08,0,3
4,0,3.47,-0.53,2.83,8.65,12.08,0,3
4,0,3.47,-0.53,2.79,8.78,12.08,0,3
4,0,3.48,-0.53,2.74,8.79,12.08,0,3
4,0,3.5,-0.53,2.7,8.49,12.08,0,3
4,0,3.51,-0.53,2.69,8.48,12.08,0,3
4,0,3.51,-0.53,2.68,8.55,12.08,0,3
4,0,3.53,-0.53,2.66,8.38,12.08,0,3
4,0,3.53,-0.53,2.65,8.47,12.08,0,3
4,0,3.51,-0.53,2.64,8.35,12.08,0,3
4,0,3.51,-0.53,2.65,8,12.08,0,3
4,0,3.49,-0.53,2.65,7.33,12.08,0,3
4,0,3.48,-0.53,2.65,7.13,12.08,0,3
4,0,3.47,-0.53,2.66,6.63,12.08,0,3
4,0,3.46,-0.53,2.64,7.07,12.08,0,3
1,0,3.46,-0.53,2.64,7.56,12.08,0,3
1,0,3.69,-0.53,2.83,10.05,12.08,5,10
1,0,3.81,-0.53,2.93,11.75,12.08,10,10
1,0,4,-0.52,3.12,13.67,12.09,15,10
1,0,4.28,-0.53,3.36,15.15,12.09,20,10
1,0,4.56,-0.53,3.63,16.73,12.09,25,10
1,0,4.84,-0.53,3.86,18.27,12.09,30,10
1,0,5.27,-0.53,4.21,20.21,12.09,35,10
1,0,5.69,-0.53,4.52,21.9,12.09,40,10
1,0,6.21,-0.52,4.91,23.8,12.09,45,10
1,0,6.88,-0.52,5.39,25.92,12.09,50,10
1,0,7.67,-0.52,5.98,28.61,12.1,55,10
1,0,8.51,-0.52,6.6,31.18,12.1,60,10
1,0,9.4,-0.52,7.27,33.89,12.1,65,10
1,0,10.45,-0.52,7.99,36.31,12.1,70,10
1,0,11.41,-0.53,8.69,38.03,12.1,65,10
1,0,12.33,-0.53,9.31,39.17,12.11,60,10
1,0,12.76,-0.53,9.63,39.74,12.11,55,10
1,0,13.1,-0.53,9.83,39.81,12.11,50,10
1,0,13.27,-0.53,9.88,39.28,12.11,45,10
1,0,13.28,-0.53,9.9,38.97,12.12,40,10
1,0,13.2,-0.53,9.81,37.85,12.12,35,10
1,0,13.08,-0.53,9.63,36.68,12.12,30,10
1,0,12.84,-0.53,9.44,35.79,12.12,25,10
1,0,12.62,-0.53,9.25,34.66,12.12,20,10
1,0,12.49,-0.53,9.2,33.86,12.13,19.96,10
1,0,12.4,-0.53,9.18,33.41,12.13,21.51,10
2,0,12.35,-0.53,9.2,33.04,12.13,22.18,10
2,0,12.25,-0.53,9.15,32.03,12.13,22.18,10
2,0,11.85,-0.53,8.82,28.99,12.13,22.18,10
2,0,11.25,-0.53,8.5,27.23,12.14,22.18,10
2,0,11.09,-0.53,8.36,25.89,12.14,22.18,10
2,0,10.93,-0.53,8.26,24.34,12.14,22.18,10
4,0,10.8,-0.53,8.21,22.92,12.14,22.18,10
4,0,10,-0.53,7.44,19.83,12.14,0,3
4,0,9.28,-0.53,6.89,18.07,12.14,0,3
4,0,8.64,-0.52,6.42,16.85,12.14,0,3
4,0,8.12,-0.53,6.03,16.2,12.14,0,3
4,0,7.67,-0.53,5.69,15.63,12.15,0,3
4,0,7.27,-0.53,5.37,14.79,12.15,0,3
4,0,6.93,-0.53,5.13,14.18,12.15,0,3
4,0,6.62,-0.53,4.92,13.63,12.15,0,3
4,0,6.37,-0.53,4.75,13.11,12.15,0,3
4,0,6.13,-0.53,4.57,12.78,12.15,0,3
4,0,5.9,-0.53,4.43,12.67,12.15,0,3
4,0,5.69,-0.53,4.29,12.61,12.15,0,3
4,0,5.51,-0.53,4.17,12.15,12.15,0,3
4,0,5.32,-0.53,4.07,11.62,12.15,0,3
4,0,5.14,-0.53,3.96,10.79,12.15,0,3
4,0,4.98,-0.53,3.86,10.04,12.15,0,3
4,0,4.83,-0.53,3.75,9.87,12.15,0,3
4,0,4.68,-0.53,3.62,9.35,12.15,0,3
4,0,4.53,-0.53,3.47,9.13,12.16,0,3
4,0,4.37,-0.53,3.35,8.92,12.16,0,3
4,0,4.23,-0.53,3.22,8.25,12.16,0,3
4,0,4.08,-0.53,3.09,7.82,12.16,0,3
4,0,3.93,-0.53,2.96,7.87,12.16,0,3
4,0,3.77,-0.53,2.87,7.62,12.16,0,3
4,0,3.61,-0.53,2.79,6.87,12.16,0,3
4,0,3.46,-0.53,2.71,5.98,12.16,0,3
4,0,3.32,-0.53,2.63,5.84,12.16,0,3
4,0,3.17,-0.53,2.53,5,12.16,0,3
4,0,3.05,-0.53,2.48,3.49,12.16,0,3
4,0,3.16,-0.53,2.59,4.72,12.16,0,3
4,0,3.33,-0.53,2.71,6.04,12.16,0,3
4,0,3.44,-0.53,2.77,6.86,12.16,0,3
4,0,3.47,-0.53,2.77,6.76,12.16,0,3
4,0,3.52,-0.52,2.79,6.46,12.16,0,3
4,0,3.53,-0.52,2.83,6.53,12.16,0,3
4,0,3.55,-0.53,2.83,6.39,12.16,0,3
4,0,3.56,-0.53,2.84,6.33,12.16,0,3
4,0,3.56,-0.53,2.83,6.34,12.16,0,3
4,0,3.56,-0.53,2.84,6.56,12.16,0,3
4,0,3.57,-0.53,2.85,6.18,12.16,0,3
4,0,3.57,-0.53,2.87,6.56,12.16,0,3
4,0,3.57,-0.53,2.87,6.86,12.16,0,3
4,0,3.56,-0.53,2.86,6.99,12.16,0,3
4,0,3.58,-0.53,2.87,7.52,12.16,0,3
4,0,3.59,-0.53,2.86,7.78,12.17,0,3
4,0,3.6,-0.53,2.86,7.59,12.17,0,3
4,0,3.61,-0.53,2.85,7.48,12.17,0,3
4,0,3.61,-0.53,2.83,7.6,12.17,0,3
4,0,3.6,-0.53,2.85,7.45,12.17,0,3
4,0,3.59,-0.53,2.83,7.07,12.17,0,3
4,0,3.57,-0.53,2.83,7.02,12.17,0,3
1,0,3.56,-0.53,2.82,7.07,12.17,0,3
1,0,3.77,-0.53,3,9.33,12.17,5,10
1,0,3.87,-0.53,3.09,10.67,12.17,10,10
1,0,4.04,-0.53,3.24,12.19,12.17,15,10
1,0,4.28,-0.53,3.45,13.85,12.17,20,10
1,0,4.56,-0.53,3.65,15.78,12.17,25,10
1,0,4.85,-0.53,3.89,17.59,12.17,30,10
1,0,5.25,-0.53,4.19,19.32,12.17,35,10
1,0,5.74,-0.53,4.52,21.07,12.18,40,10
1,0,6.3,-0.53,4.94,23.4,12.18,45,10
1,0,6.96,-0.53,5.41,25.94,12.18,50,10
1,0,7.78,-0.53,6,28.25,12.18,55,10
1,0,8.59,-0.53,6.59,30.83,12.18,60,10
1,0,9.65,-0.53,7.37,33.61,12.18,65,10
1,0,10.71,-0.53,8.18,36.38,12.19,70,10
1,0,11.62,-0.52,8.79,37.96,12.19,65,10
1,0,12.39,-0.52,9.29,39.04,12.19,60,10
1,0,12.89,-0.52,9.61,39.63,12.19,55,10
1,0,13.27,-0.52,9.83,39.87,12.2,50,10
1,0,13.41,-0.53,9.97,39.39,12.2,45,10
1,0,13.37,-0.53,9.87,38.58,12.2,40,10
1,0,13.21,-0.53,9.79,37.36,12.2,35,10
1,0,13.09,-0.52,9.75,36.66,12.2,30,10
