STATE,FL_INT,PRES_INT,PRES_EXT,PRES_PAC,Flow,VOLUME,VALVE_INS,REF
4,0,3.58,-0.44,2.73,5.27,10.55,0,3
4,0,3.44,-0.44,2.61,5,10.55,0,3
4,0,3.27,-0.44,2.5,3.87,10.55,0,3
4,0,3.11,-0.44,2.39,3.7,10.55,0,3
4,0,2.98,-0.44,2.3,3.29,10.55,0,3
4,0,2.84,-0.44,2.21,2.11,10.55,0,3
4,0,2.72,-0.44,2.13,2.02,10.55,0,3
4,0,2.6,-0.44,2.05,0.24,10.55,0,3
4,0,2.67,-0.44,2.11,1.19,10.55,0,3
4,0,2.68,-0.44,2.09,2.57,10.55,0,3
4,0,2.71,-0.44,2.09,3.74,10.55,0,3
4,0,2.78,-0.44,2.11,4.69,10.55,0,3
4,0,2.79,-0.44,2.09,5.81,10.55,0,3
4,0,2.79,-0.44,2.08,6.45,10.55,0,3
4,0,2.8,-0.44,2.09,5.94,10.55,0,3
4,0,2.79,-0.44,2.11,4.03,10.55,0,3
4,0,2.76,-0.44,2.1,3.82,10.55,0,3
4,0,2.75,-0.44,2.11,3.39,10.55,0,3
4,0,2.75,-0.44,2.11,3.04,10.55,0,3
4,0,2.72,-0.44,2.15,2.76,10.55,0,3
4,0,2.71,-0.44,2.2,1.49,10.55,0,3
4,0,2.69,-0.44,2.25,1.79,10.55,0,3
4,0,2.68,-0.44,2.26,2.29,10.55,0,3
1,0,2.66,-0.44,2.25,2.43,10.55,0,3
1,0,2.86,-0.44,2.41,5.43,10.55,5,15
1,0,3.07,-0.44,2.51,7.43,10.55,10,15
1,0,3.3,-0.44,2.66,9.93,10.55,15,15
1,0,3.61,-0.44,2.89,12.16,10.55,20,15
1,0,3.95,-0.44,3.12,14.23,10.55,25,15
1,0,4.31,-0.44,3.35,16.02,10.56,30,15
1,0,4.65,-0.44,3.64,17.69,10.56,35,15
1,0,5.08,-0.44,4.03,19.72,10.56,40,15
1,0,5.57,-0.44,4.43,21.76,10.56,45,15
1,0,6.2,-0.44,4.95,24.54,10.56,50,15
1,0,6.97,-0.44,5.52,27.37,10.56,55,15
1,0,7.85,-0.44,6.15,30.12,10.56,60,15
1,0,8.87,-0.44,6.91,32.91,10.57,65,15
1,0,9.96,-0.44,7.71,35.81,10.57,70,15
1,0,10.99,-0.44,8.39,38.46,10.57,75,15
1,0,12.09,-0.44,9.23,40.81,10.57,80,15
1,0,13.24,-0.44,10.07,43.31,10.58,85,15
1,0,14.48,-0.44,10.96,45.69,10.58,90,15
1,0,15.83,-0.44,11.9,47.7,10.58,95,15
1,0,16.69,-0.44,12.6,49.1,10.58,90,15
1,0,17.41,-0.44,13.05,49.8,10.59,85,15
1,0,18.25,-0.44,13.63,50.48,10.59,80,15
1,0,18.89,-0.44,14.11,51.02,10.59,75,15
1,0,19.16,-0.44,14.32,50.77,10.6,70,15
1,0,19.36,-0.44,14.42,50.1,10.6,65,15
2,0,19.44,-0.44,14.45,49.71,10.6,60,15
2,0,19.41,-0.44,14.47,49.21,10.61,60,15
2,0,18.99,-0.44,14.05,46.41,10.61,60,15
2,0,17.74,-0.44,13.08,40.37,10.61,60,15
2,0,16.27,-0.44,12.11,36.67,10.61,60,15
2,0,15.38,-0.44,11.45,33.82,10.61,60,15
4,0,14.59,-0.44,10.9,31.17,10.62,60,15
4,0,13.17,-0.44,9.59,26.66,10.62,0,3
4,0,11.86,-0.44,8.66,24.02,10.62,0,3
4,0,10.73,-0.44,7.85,22,10.62,0,3
4,0,9.85,-0.44,7.23,20.27,10.62,0,3
4,0,9.05,-0.44,6.66,18.74,10.62,0,3
4,0,8.39,-0.44,6.2,17.75,10.62,0,3
4,0,7.85,-0.44,5.88,16.26,10.63,0,3
4,0,7.39,-0.44,5.56,15.01,10.63,0,3
4,0,7.02,-0.44,5.31,13.94,10.63,0,3
4,0,6.69,-0.44,5.09,13.18,10.63,0,3
4,0,6.43,-0.44,4.89,12.16,10.63,0,3
4,0,6.19,-0.44,4.7,11.66,10.63,0,3
4,0,5.95,-0.44,4.49,10.83,10.63,0,3
4,0,5.77,-0.44,4.32,10.02,10.63,0,3
4,0,5.59,-0.44,4.17,9.34,10.63,0,3
4,0,5.42,-0.44,4.03,8.79,10.63,0,3
4,0,5.27,-0.44,3.89,8.48,10.63,0,3
4,0,5.12,-0.44,3.82,8.1,10.63,0,3
4,0,4.98,-0.44,3.76,7.75,10.63,0,3
4,0,4.83,-0.44,3.7,7.82,10.63,0,3
4,0,4.68,-0.44,3.59,7.83,10.63,0,3
4,0,4.54,-0.44,3.5,7.58,10.63,0,3
4,0,4.39,-0.44,3.4,7.64,10.64,0,3
4,0,4.25,-0.44,3.32,7.65,10.64,0,3
4,0,4.12,-0.44,3.24,7.18,10.64,0,3
4,0,3.98,-0.44,3.17,7.15,10.64,0,3
4,0,3.84,-0.44,3.07,7.3,10.64,0,3
4,0,3.7,-0.44,2.97,6.62,10.64,0,3
4,0,3.55,-0.44,2.82,6.46,10.64,0,3
4,0,3.43,-0.44,2.67,6.39,10.64,0,3
4,0,3.28,-0.44,2.53,5.59,10.64,0,3
4,0,3.13,-0.44,2.38,3.76,10.64,0,3
4,0,2.99,-0.44,2.25,2.88,10.64,0,3
4,0,2.88,-0.44,2.12,3.36,10.64,0,3
4,0,2.75,-0.44,2,2.06,10.64,0,3
4,0,2.61,-0.44,1.9,3.48,10.64,0,3
4,0,2.67,-0.44,1.92,4.05,10.64,0,3
4,0,2.69,-0.44,1.94,4.17,10.64,0,3
4,0,2.69,-0.44,1.97,5.14,10.64,0,3
4,0,2.71,-0.44,2.04,5.33,10.64,0,3
4,0,2.75,-0.44,2.12,5.37,10.64,0,3
4,0,2.77,-0.44,2.17,5.47,10.64,0,3
4,0,2.79,-0.44,2.2,5.95,10.64,0,3
4,0,2.79,-0.44,2.23,4.63,10.64,0,3
4,0,2.8,-0.44,2.17,3.19,10.64,0,3
4,0,2.79,-0.44,2.14,2.18,10.64,0,3
4,0,2.79,-0.44,2.11,1.22,10.64,0,3
4,0,2.78,-0.44,2.09,0.03,10.64,0,3
4,0,2.78,-0.44,2.04,-0.6,10.64,0,3
4,0,2.77,-0.44,2.07,0.45,10.64,0,3
4,0,2.77,-0.44,2.1,1.29,10.64,0,3
1,0,2.77,-0.44,2.12,2.25,10.64,0,3
1,0,2.98,-0.44,2.31,5.46,10.64,5,15
1,0,3.11,-0.44,2.44,7.74,10.64,10,15
1,0,3.31,-0.44,2.65,10.55,10.64,15,15
1,0,3.56,-0.44,2.84,13.15,10.64,20,15
1,0,3.85,-0.44,3.05,15.14,10.65,25,15
1,0,4.18,-0.44,3.29,17.2,10.65,30,15
1,0,4.56,-0.44,3.54,19.1,10.65,35,15
1,0,5,-0.44,3.9,20.98,10.65,40,15
1,0,5.55,-0.44,4.35,22.94,10.65,45,15
1,0,6.24,-0.44,4.87,25.51,10.65,50,15
1,0,7.04,-0.44,5.45,28.06,10.65,55,15
1,0,7.97,-0.44,6.08,30.7,10.66,60,15
1,0,8.9,-0.44,6.77,33.42,10.66,65,15
1,0,9.94,-0.44,7.52,35.75,10.66,70,15
1,0,10.95,-0.44,8.27,38.26,10.66,75,15
1,0,12.15,-0.44,9.12,40.81,10.66,80,15
1,0,13.18,-0.44,9.89,43.06,10.67,85,15
1,0,14.32,-0.44,10.72,45.06,10.67,90,15
1,0,15.8,-0.44,11.78,47.27,10.67,95,15
1,0,17,-0.44,12.63,48.65,10.68,90,15
1,0,17.88,-0.44,13.18,49.39,10.68,85,15
1,0,18.51,-0.44,13.53,50.14,10.68,80,15
1,0,19.03,-0.44,13.89,50.89,10.68,75,15
1,0,19.36,-0.44,14.21,50.85,10.69,70,15
1,0,19.57,-0.44,14.33,50.55,10.69,65,15
1,0,19.73,-0.44,14.48,50.14,10.69,60,15
2,0,19.63,-0.44,14.42,49.64,10.7,55,15
2,0,19.27,-0.44,14.07,47.26,10.7,55,15
2,0,18.32,-0.44,13.33,43.07,10.7,55,15
2,0,16.55,-0.44,12.08,37.43,10.7,55,15
2,0,15.64,-0.44,11.43,34.18,10.71,55,15
2,0,14.84,-0.44,10.87,31.42,10.71,55,15
4,0,13.78,-0.44,10.03,27.48,10.71,55,15
4,0,12.54,-0.44,9.02,23.95,10.71,0,3
4,0,11.32,-0.44,8.2,21.28,10.71,0,3
4,0,10.33,-0.44,7.55,19.2,10.71,0,3
4,0,9.47,-0.44,6.97,17.51,10.71,0,3
4,0,8.76,-0.44,6.5,15.97,10.72,0,3
4,0,8.16,-0.44,6.11,14.74,10.72,0,3
4,0,7.65,-0.44,5.76,14.32,10.72,0,3
4,0,7.23,-0.44,5.48,13.85,10.72,0,3
4,0,6.87,-0.44,5.23,13.45,10.72,0,3
4,0,6.56,-0.44,5.01,12.97,10.72,0,3
4,0,6.3,-0.44,4.82,12.77,10.72,0,3
4,0,6.09,-0.44,4.67,12.59,10.72,0,3
4,0,5.9,-0.44,4.54,12.04,10.72,0,3
4,0,5.73,-0.44,4.39,11.56,10.72,0,3
4,0,5.54,-0.44,4.26,11.08,10.72,0,3
4,0,5.39,-0.44,4.13,10.52,10.72,0,3
4,0,5.23,-0.44,3.99,10.03,10.72,0,3
4,0,5.08,-0.44,3.87,9.34,10.72,0,3
4,0,4.94,-0.44,3.78,9.17,10.73,0,3
4,0,4.81,-0.44,3.66,8.7,10.73,0,3
4,0,4.67,-0.44,3.52,8.07,10.73,0,3
4,0,4.53,-0.44,3.38,7.62,10.73,0,3
4,0,4.38,-0.44,3.26,7.79,10.73,0,3
4,0,4.25,-0.44,3.15,7.89,10.73,0,3
4,0,4.12,-0.44,3.08,7.63,10.73,0,3
4,0,3.98,-0.44,3.01,7.64,10.73,0,3
4,0,3.85,-0.44,2.93,7.17,10.73,0,3
4,0,3.7,-0.44,2.84,6.84,10.73,0,3
4,0,3.57,-0.44,2.75,5.81,10.73,0,3
4,0,3.43,-0.44,2.63,3.93,10.73,0,3
4,0,3.29,-0.44,2.53,2.13,10.73,0,3
4,0,3.14,-0.44,2.44,0.99,10.73,0,3
4,0,2.99,-0.44,2.33,-0.68,10.73,0,3
4,0,2.85,-0.44,2.23,0.57,10.73,0,3
4,0,2.73,-0.44,2.14,1.06,10.73,0,3
4,0,2.6,-0.44,2.07,1.33,10.73,0,3
4,0,2.64,-0.44,2.12,2.47,10.73,0,3
4,0,2.66,-0.44,2.16,3.3,10.73,0,3
4,0,2.71,-0.44,2.21,4.4,10.73,0,3
4,0,2.75,-0.44,2.22,5.21,10.73,0,3
4,0,2.8,-0.44,2.24,5.83,10.73,0,3
4,0,2.83,-0.44,2.25,6.24,10.73,0,3
4,0,2.84,-0.44,2.24,6.44,10.73,0,3
4,0,2.84,-0.44,2.24,6.52,10.73,0,3
4,0,2.82,-0.44,2.24,7.15,10.73,0,3
4,0,2.8,-0.44,2.22,7.78,10.73,0,3
4,0,2.8,-0.44,2.22,8.31,10.73,0,3
4,0,2.79,-0.44,2.22,8.68,10.73,0,3
4,0,2.78,-0.44,2.22,9.09,10.74,0,3
4,0,2.78,-0.44,2.21,6.65,10.74,0,3
1,0,2.79,-0.44,2.19,5.65,10.74,0,3
1,0,3.01,-0.44,2.4,7.96,10.74,5,15
1,0,3.14,-0.44,2.5,9.43,10.74,10,15
1,0,3.33,-0.44,2.7,11.14,10.74,15,15
1,0,3.59,-0.44,2.94,12.99,10.74,20,15
1,0,3.87,-0.44,3.2,14.85,10.74,25,15
1,0,4.18,-0.44,3.45,16.88,10.74,30,15
1,0,4.59,-0.44,3.71,18.47,10.74,35,15
1,0,5.05,-0.44,4.05,20.61,10.74,40,15
1,0,5.57,-0.44,4.46,22.68,10.74,45,15
1,0,6.22,-0.44,4.94,25.18,10.75,50,15
1,0,6.96,-0.44,5.52,27.81,10.75,55,15
1,0,7.82,-0.44,6.14,30.57,10.75,60,15
1,0,8.81,-0.44,6.77,33.14,10.75,65,15
1,0,9.77,-0.44,7.44,35.7,10.75,70,15
1,0,10.82,-0.44,8.23,38.21,10.76,75,15
1,0,11.91,-0.44,9.01,40.7,10.76,80,15
1,0,13.21,-0.44,9.96,43.04,10.76,85,15
1,0,14.47,-0.44,10.86,45.26,10.76,90,15
1,0,15.75,-0.44,11.78,47.33,10.77,95,15
1,0,17,-0.44,12.69,49.13,10.77,90,15
1,0,17.77,-0.44,13.21,50.29,10.77,85,15
1,0,18.57,-0.44,13.73,51.07,10.78,80,15
1,0,19.16,-0.44,14.15,51.29,10.78,75,15
1,0,19.66,-0.44,14.45,51.36,10.78,70,15
1,0,19.93,-0.44,14.6,51.39,10.78,65,15
1,0,20.12,-0.44,14.69,51.02,10.79,60,15
2,0,19.8,-0.44,14.43,49.89,10.79,55,15
2,0,19.46,-0.44,14.21,47.92,10.79,55,15
2,0,18.87,-0.44,13.77,44.86,10.8,55,15
2,0,17.21,-0.44,12.52,37.3,10.8,55,15
2,0,16.09,-0.44,11.74,34.17,10.8,55,15
2,0,15.21,-0.44,11.12,31.52,10.8,55,15
4,0,14.52,-0.44,10.66,28.61,10.8,55,15
4,0,13.07,-0.44,9.39,23.58,10.81,0,3
4,0,11.77,-0.44,8.48,21.41,10.81,0,3
4,0,10.68,-0.44,7.72,19.58,10.81,0,3
4,0,9.81,-0.44,7.13,18.09,10.81,0,3
4,0,9.02,-0.44,6.6,16.56,10.81,0,3
4,0,8.39,-0.44,6.18,15.37,10.81,0,3
4,0,7.86,-0.44,5.85,14.44,10.81,0,3
4,0,7.4,-0.44,5.55,13.67,10.81,0,3
4,0,7.03,-0.44,5.31,12.87,10.81,0,3
4,0,6.71,-0.44,5.08,12.1,10.81,0,3
4,0,6.44,-0.44,4.89,11.88,10.81,0,3
4,0,6.21,-0.44,4.7,11.77,10.82,0,3
4,0,6,-0.44,4.53,11.41,10.82,0,3
4,0,5.79,-0.44,4.38,11.34,10.82,0,3
4,0,5.59,-0.44,4.24,10.8,10.82,0,3
4,0,5.44,-0.44,4.12,10.7,10.82,0,3
4,0,5.28,-0.44,4.02,10.1,10.82,0,3
4,0,5.14,-0.44,3.92,9.69,10.82,0,3
4,0,5.01,-0.44,3.82,9.59,10.82,0,3
4,0,4.88,-0.44,3.73,9.54,10.82,0,3
4,0,4.73,-0.44,3.63,9.5,10.82,0,3
4,0,4.6,-0.44,3.52,9.09,10.82,0,3
4,0,4.47,-0.44,3.45,8.85,10.82,0,3
4,0,4.32,-0.44,3.38,8.49,10.82,0,3
4,0,4.2,-0.44,3.31,8.2,10.82,0,3
4,0,4.08,-0.44,3.23,7.67,10.82,0,3
4,0,3.94,-0.44,3.15,7.07,10.82,0,3
4,0,3.8,-0.44,3.03,6.25,10.82,0,3
4,0,3.66,-0.44,2.91,4.38,10.82,0,3
4,0,3.51,-0.44,2.81,3.83,10.82,0,3
4,0,3.35,-0.44,2.7,2.12,10.83,0,3
4,0,3.19,-0.44,2.57,0.98,10.83,0,3
4,0,3.05,-0.44,2.45,-0.02,10.83,0,3
4,0,2.91,-0.44,2.32,-1.25,10.83,0,3
4,0,2.77,-0.44,2.19,-1.72,10.82,0,3
4,0,2.65,-0.44,2.1,-1.75,10.82,0,3
4,0,2.54,-0.44,2.01,0.14,10.82,0,3
4,0,2.62,-0.44,2.07,1.33,10.82,0,3
4,0,2.64,-0.44,2.1,2.33,10.83,0,3
4,0,2.67,-0.44,2.13,3.28,10.83,0,3
4,0,2.72,-0.44,2.15,3.67,10.83,0,3
4,0,2.77,-0.44,2.19,2.42,10.83,0,3
4,0,2.76,-0.44,2.19,2.87,10.83,0,3
4,0,2.78,-0.44,2.19,3.15,10.83,0,3
4,0,2.81,-0.44,2.19,2.39,10.83,0,3
4,0,2.8,-0.44,2.19,2.51,10.83,0,3
4,0,2.78,-0.44,2.2,2.61,10.83,0,3
4,0,2.78,-0.44,2.19,1.96,10.83,0,3
4,0,2.76,-0.44,2.19,0.69,10.83,0,3
4,0,2.75,-0.44,2.19,-0.07,10.83,0,3
4,0,2.74,-0.44,2.17,1.31,10.83,0,3
1,0,2.74,-0.44,2.16,2.21,10.83,0,3
1,0,2.95,-0.44,2.31,5.44,10.83,5,15
1,0,3.08,-0.44,2.41,7.58,10.83,10,15
1,0,3.26,-0.44,2.54,9.82,10.83,15,15
1,0,3.51,-0.44,2.73,12.09,10.83,20,15
1,0,3.82,-0.44,2.96,14.11,10.83,25,15
1,0,4.15,-0.44,3.2,16.01,10.83,30,15
1,0,4.56,-0.44,3.49,17.74,10.83,35,15
1,0,5.03,-0.44,3.81,19.89,10.83,40,15
1,0,5.57,-0.44,4.27,21.92,10.83,45,15
1,0,6.24,-0.44,4.84,24.71,10.84,50,15
1,0,6.95,-0.44,5.44,27.33,10.84,55,15
1,0,7.83,-0.44,6.08,29.84,10.84,60,15
1,0,8.77,-0.44,6.72,32.56,10.84,65,15
1,0,9.92,-0.44,7.59,35.35,10.84,70,15
1,0,11.01,-0.44,8.39,38.24,10.85,75,15
1,0,12.14,-0.44,9.2,40.55,10.85,80,15
1,0,13.27,-0.44,9.98,43.01,10.85,85,15
1,0,14.48,-0.44,10.85,45.4,10.85,90,15
1,0,15.76,-0.44,11.78,47.75,10.86,95,15
1,0,17.15,-0.44,12.81,49.6,10.86,90,15
1,0,18.09,-0.44,13.37,50.59,10.86,85,15
1,0,18.77,-0.44,13.85,51.44,10.87,80,15
1,0,19.39,-0.44,14.34,51.81,10.87,75,15
1,0,19.71,-0.44,14.66,51.96,10.87,70,15
1,0,20.04,-0.44,14.72,51.8,10.87,65,15
2,0,20.1,-0.44,14.73,51.07,10.88,60,15
2,0,20.01,-0.44,14.61,50.54,10.88,60,15
2,0,19.67,-0.44,14.31,47.97,10.88,60,15
2,0,18.38,-0.44,13.23,41.79,10.89,60,15
2,0,16.7,-0.44,12.13,37.02,10.89,60,15
2,0,15.74,-0.44,11.4,33.83,10.89,60,15
4,0,14.91,-0.44,10.83,30.92,10.89,60,15
4,0,13.46,-0.44,9.51,25.79,10.89,0,3
4,0,12.07,-0.44,8.58,22.92,10.9,0,3
4,0,10.89,-0.44,7.78,20.6,10.9,0,3
4,0,9.96,-0.44,7.21,18.6,10.9,0,3
4,0,9.11,-0.44,6.7,17.09,10.9,0,3
4,0,8.44,-0.44,6.27,15.99,10.9,0,3
4,0,7.87,-0.44,5.94,15.05,10.9,0,3
4,0,7.37,-0.44,5.62,14.33,10.9,0,3
4,0,6.99,-0.44,5.3,13.78,10.9,0,3
4,0,6.64,-0.44,5.02,13.55,10.9,0,3
4,0,6.37,-0.44,4.79,13.18,10.9,0,3
4,0,6.12,-0.44,4.61,12.89,10.9,0,3
4,0,5.89,-0.44,4.42,12.57,10.91,0,3
4,0,5.66,-0.44,4.27,12.24,10.91,0,3
4,0,5.46,-0.44,4.16,11.48,10.91,0,3
4,0,5.27,-0.44,4.05,11.18,10.91,0,3
4,0,5.11,-0.44,3.96,10.88,10.91,0,3
4,0,4.97,-0.44,3.86,10.43,10.91,0,3
4,0,4.82,-0.44,3.76,10.18,10.91,0,3
4,0,4.7,-0.44,3.63,9.76,10.91,0,3
4,0,4.59,-0.44,3.51,8.98,10.91,0,3
4,0,4.48,-0.44,3.4,8.59,10.91,0,3
4,0,4.36,-0.44,3.29,8.19,10.91,0,3
4,0,4.23,-0.44,3.14,7.61,10.91,0,3
4,0,4.12,-0.44,3.03,7.14,10.91,0,3
4,0,3.98,-0.44,2.91,7.16,10.91,0,3
4,0,3.85,-0.44,2.8,7.1,10.91,0,3
4,0,3.72,-0.44,2.68,6.73,10.91,0,3
4,0,3.57,-0.44,2.55,6.5,10.91,0,3
4,0,3.44,-0.44,2.43,6.05,10.91,0,3
4,0,3.28,-0.44,2.36,3.66,10.91,0,3
4,0,3.13,-0.44,2.28,2.55,10.91,0,3
4,0,2.98,-0.44,2.18,0.38,10.91,0,3
4,0,2.84,-0.44,2.1,1.41,10.91,0,3
4,0,2.9,-0.44,2.19,1,10.91,0,3
4,0,2.96,-0.44,2.3,1.4,10.91,0,3
4,0,3.01,-0.44,2.37,2.44,10.91,0,3
4,0,3.07,-0.44,2.44,2.88,10.92,0,3
4,0,3.12,-0.44,2.53,3.36,10.92,0,3
4,0,3.15,-0.44,2.57,3.68,10.92,0,3
4,0,3.18,-0.44,2.6,3.8,10.92,0,3
4,0,3.19,-0.44,2.57,2.91,10.92,0,3
4,0,3.18,-0.45,2.53,3.38,10.92,0,3
4,0,3.18,-0.45,2.49,3.56,10.92,0,3
4,0,3.17,-0.45,2.46,3.18,10.92,0,3
4,0,3.17,-0.45,2.44,3.54,10.92,0,3
4,0,3.14,-0.45,2.43,3.16,10.92,0,3
4,0,3.12,-0.45,2.42,2.01,10.92,0,3
4,0,3.11,-0.45,2.41,1.94,10.92,0,3
4,0,3.09,-0.45,2.4,1.18,10.92,0,3
4,0,3.07,-0.45,2.39,1.54,10.92,0,3
1,0,3.07,-0.44,2.38,1.1,10.92,0,3
1,0,3.28,-0.44,2.56,4.56,10.92,5,15
1,0,3.41,-0.44,2.68,6.98,10.92,10,15
1,0,3.6,-0.44,2.83,9.12,10.92,15,15
1,0,3.88,-0.44,3.03,11.35,10.92,20,15
1,0,4.18,-0.44,3.3,13.45,10.92,25,15
1,0,4.51,-0.44,3.56,15.61,10.92,30,15
1,0,4.89,-0.44,3.85,17.43,10.92,35,15
1,0,5.32,-0.44,4.21,19.1,10.92,40,15
1,0,5.83,-0.44,4.59,21.68,10.92,45,15
1,0,6.48,-0.44,5.09,24.06,10.93,50,15
1,0,7.17,-0.44,5.61,26.9,10.93,55,15
1,0,8.08,-0.44,6.26,29.95,10.93,60,15
1,0,9.13,-0.44,7.01,32.76,10.93,65,15
